DATE,AXIOMA_ID,NAME,PRICE,CURRENCY,TSO,RETURN,COUNTRY
2023-10-04,F6ADDPF72,BANK OF CHINA LTD,2.67,HKD,83622000000.0,0.003759474,HK
2023-10-04,L665MU478,GOTO GOJEK TOKOPED,82.0,IDR,1184400000000.0,-0.01204819,ID
2023-10-04,DCBC75XP3,BUMI RESOURCES TBK,131.0,IDR,371320000000.0,-0.03676471,ID
2023-10-04,BS22SF6D4,SMARTFREN TELECOM,56.0,IDR,335390000000.0,0.0,ID
2023-10-04,U29Z755P9,BANK KB BUKOPIN TB,91.0,IDR,187890000000.0,-0.01086957,ID
2023-10-04,DACBY47Z8,SENTUL CITY TBK,50.0,IDR,167710000000.0,0.0,ID
2023-10-04,B4QY2MWY9,NOVA LTD,410.0,ILS,28805085.0,-0.03027448,IL
2023-10-04,97GJ6C7P4,VODAFONE IDEA LTD,11.45,INR,48680000000.0,-0.04583333,IN
2023-10-04,U2F56ZLU4,YES BANK,17.2,INR,28758000000.0,1.7442e-07,IN
2023-10-04,6DVNASYL7,INDIAN OVERSEAS BK,47.4,INR,18902000000.0,-0.02066116,IN
2023-10-04,RHQABN6H9,INDIAN OIL CORP,89.1,INR,14121000000.0,-0.00999992,IN
2023-10-04,4B4DFYHX0,SUZLON ENERGY LTD,28.1,INR,13574000000.0,0.04267199,IN
2023-10-04,MVW39UKK6,NIPPON TEL&TEL CP,171.3,JPY,90550000000.0,-0.0211428,JP
2023-10-04,BBXB23H81,TOYOTA MOTOR CORP,2477.5,JPY,16315000000.0,-0.04894434,JP
2023-10-04,KPQFWBG55,MITSUBISHI UFJ FIN,1206.5,JPY,12688000000.0,-0.05372549,JP
2023-10-04,56W7T6586,YTL CORP,44.0,JPY,11023000000.0,-0.04347826,JP
2023-10-04,UYDKVVBS0,LY CORPORATION,400.8999,JPY,7634790661.0,-0.01956469,JP
2023-10-04,ZUVYVKJ59,SAMSUNG ELECTRONIC,67500.0,KRW,5969782550.0,-0.01315789,KR
2023-10-04,8AU3L8N22,E-TRON CO LTD,271.0,KRW,906131295.0,0.0,KR
2023-10-04,KJLW631W1,SAMSUNG HEAVY IND,7450.0,KRW,880000000.0,-0.0497449,KR
2023-10-04,3NYP4XG28,HANWHA LIFE INSURA,2925.0,KRW,868530000.0,0.024518388999999998,KR
2023-10-04,PHYFY5Z83,SAMSUNG ELECTRONIC,53300.0,KRW,822886700.0,-0.02201835,KR
2023-10-04,51N8K68W8,LOLC FINANCE PLC,5.0,LKR,33079000000.0,0.020408163,LK
2023-10-04,CM5YVWLG8,BROWNS INVESTMENTS,5.5,LKR,14370000000.0,0.0,LK
2023-10-04,RWPW34FH0,DIALOG AXIATA PLC,10.9,LKR,8247640305.0,0.009259259,LK
2023-10-04,F5RL2AJC8,SMB FINANCE PLC,0.7,LKR,6470375048.0,0.0,LK
2023-10-04,FNR9R8ZU6,AMANA BANK PLC,2.4,LKR,5804534730.0,0.043478261,LK
2023-10-04,X681W7N71,ITC LTD,5.25,USD,12471000000.0,-0.009434,LU
2023-10-04,5UHF3ZAU1,TAIWAN CEMENT,5.1,USD,7156181742.0,-0.0097086,LU
2023-10-04,4S5UNWAX6,RELIANCE INDS,55.6,USD,3382839807.0,-0.00358418,LU
2023-10-04,SRNL389N1,ADITYA BIRLA CAPIT,2.1,USD,2598645395.0,-0.03669724,LU
2023-10-04,CJ6V8BF53,HINDALCO INDS,5.7,USD,2247216523.0,-0.00869567,LU
2023-10-04,V8QBNT1V0,INFOSYS LTD,265.0,MXN,4150357852.0,0.0,MX
2023-10-04,H7392F4D8,HOYA CORP,1854.9324,MXN,354088520.0,0.0,MX
2023-10-04,UTDT6FAW7,CAPCOM CO LTD,593.2738,MXN,266505623.0,0.0,MX
2023-10-04,C1XPFAH24,WYNN RESORTS LTD,1592.75,MXN,113936334.0,-0.02105101,MX
2023-10-04,B27BBJC49,ZEPP HEALTH CORP,102.8548,MXN,61949549.0,0.0,MX
2023-10-04,T7JRHLZ94,PUBLIC BK BHD,4.05,MYR,19411000000.0,-0.00246313,MY
2023-10-04,S4SASZJY9,SAPURA ENERGY BHD,0.05,MYR,15979000000.0,0.0,MY
2023-10-04,P445GZ6V2,MALAYAN BKG BERHAD,8.73,MYR,12060000000.0,-0.00456111,MY
2023-10-04,ATG1QKXH2,BORNEO OIL BERHAD,0.015,MYR,11971000000.0,0.0,MY
2023-10-04,F3THNAWY4,CELCOMDIGI BHD,4.29,MYR,11732000000.0,-0.00923788,MY
2023-10-04,KZTJMFUY5,ASML HOLDING NV,557.5,EUR,403138228.0,0.019009136,NL
2023-10-04,U943XACU1,ASM INTL NV,397.0501,EUR,49428548.0,0.013529164,NL
2023-10-04,GCLLVGV88,HAFNIA LIMITED,63.0,NOK,506820170.0,-0.04400598,NO
2023-10-04,3CF9HRXM5,JINHUI SHIPPING,5.9,NOK,109258943.0,0.001697674,NO
2023-10-04,5WUBGLAH7,PROMISIA HEALTHCAR,0.001,NZD,21285000000.0,0.0,NZ
2023-10-04,3717DUHU2,WESTPAC BKG CORP,22.34,NZD,3509076960.0,-0.02445402,NZ
2023-10-04,3AG98Q7X5,AIR NEW ZEALAND,0.71,NZD,3368430132.0,-0.02068972,NZ
2023-10-04,73VZPZYD7,ANZ GROUP HLDGS LI,26.85,NZD,3005286886.0,0.005618353,NZ
2023-10-04,4Q55SRGR8,MERIDIAN ENERGY LTD,5.23,NZD,2587007456.0,0.014548943,NZ
2023-10-04,TZXU3AKH6,APOLLO GLOBAL CAPITAL INC,0.019,PHP,292690000000.0,0.0,PH
2023-10-04,BDAUML7R7,UTD PARAGON MINING,0.0045,PHP,261310000000.0,0.0,PH
2023-10-04,QLKD1JUQ4,PHILODRILL CORP,0.0079,PHP,191870000000.0,-0.01250021,PH
2023-10-04,AHC38WK52,MANILA MINING CORP,0.0047,PHP,186960000000.0,-0.0208329,PH
2023-10-04,B26WQXB30,MANILA MINING CORP,0.0051,PHP,124550000000.0,-0.01923039,PH
2023-10-04,NJM58C5R1,K-ELECTRIC LIMITED,1.97,PKR,27615000000.0,0.005102143,PK
2023-10-04,SFG4XWJH9,SILKBANK LTD,0.99,PKR,9081861237.0,0.031250032000000004,PK
2023-10-04,BT2SPJNS8,SUMMIT BANK LTD,1.91,PKR,6622220000.0,0.005263264,PK
2023-10-04,P66UAQ935,CINERGYCO PK LIMITED,3.25,PKR,5493447571.0,-0.00914628,PK
2023-10-04,VJN94SHL2,PAKISTAN INT AIR L,5.13,PKR,5233761118.0,-0.00194556,PK
2023-10-04,M6U1A7C90,GREENX METALS LTD,2.645,PLN,272878939.0,0.023210986,PL
2023-10-04,MANJACF70,SEATRIUM LTD,0.126,SGD,68237000000.0,-0.03076931,SG
2023-10-04,QJB727965,SHEN YAO HOLDINGS,0.002,SGD,33706000000.0,0.0,SG
2023-10-04,28YLX24C8,BEVERLY JCG LTD,0.001,SGD,29108000000.0,0.0,SG
2023-10-04,N748CXCA9,SOUTHERN ARCHIPELA,0.001,SGD,27571000000.0,0.0,SG
2023-10-04,M1YH7HTS4,THOMSON MEDICAL GR,0.055999999999999994,SGD,26441000000.0,0.0,SG
2023-10-04,VFG8RRMV9,NEWS NETWORK CORP,0.01,THB,105650000000.0,0.0,TH
2023-10-04,S3K6DLCG1,NEWS NETWORK CORP,0.06,THB,105650000000.0,0.0,TH
2023-10-04,6DFUPUHF0,NEWS NETWORK CORP,0.01,THB,105650000000.0,0.0,TH
2023-10-04,PY8ZFJQ74,TMBTHANACHART BANK,1.69,THB,96945000000.0,0.011975748,TH
2023-10-04,V93YR3CF9,TMBTHANACHART BANK,1.69,THB,96945000000.0,0.011976048000000001,TH
2023-10-04,F9H4FK9C4,"TAIWAN SEMICONDUCTOR MFG. CO., LTD.",520.0,TWD,25932000000.0,-0.01701323,TW
2023-10-04,3HNJ1CBY1,"CTBC FINANCIAL HOLDING CO., LTD.",23.7,TWD,19583000000.0,-0.02066116,TW
2023-10-04,MDAMBTHR7,CHINA DEVELOPMENT FINANCIAL HOLDING CORP,11.55,TWD,16835000000.0,-0.01282051,TW
2023-10-04,R8VFW3HB4,CHINA STEEL CORP.,24.25,TWD,15735000000.0,-0.02414487,TW
2023-10-04,MZUZTR3L0,"E.SUN FINANCIAL HOLDING CO., LTD.",23.8,TWD,15664000000.0,-0.01244813,TW
2023-10-04,AK38XFG58,PT BUMI RES TBK,0.006,USD,371320000000.0,0.0,US
2023-10-04,M28PDQU47,PT BK RAKYAT INDONESIA PERSE,0.35,USD,151560000000.0,0.0,US
2023-10-04,G4QW6R416,PT HM SAMPOERNA TBK,0.05,USD,116320000000.0,-0.137931,US
2023-10-04,G9Q9X5349,PT BK MANDIRI PERSERO TBK,0.38799999999999996,USD,93333000000.0,0.0,US
2023-10-04,VNFP75G59,NIPPON TELEG & TEL CORP,1.15,USD,85236000000.0,-0.017093999999999998,US
2023-10-04,1SBPWGW14,VIETNAM PROSPERITY,21000.0,VND,6743424000.0,0.0,VN
2023-10-04,ZNZKMZDU9,HOA PHAT GROUP JSC,25250.0,VND,5814785700.0,0.018145161,VN
2023-10-04,Q6BWDKTY4,JS COMM BANK FOREI,86300.0,VND,5589091262.0,0.0,VN
2023-10-04,AL8ARDCD5,MILITARY COMMERCIA,18150.0,VND,5214084052.0,0.005540166,VN
2023-10-04,2P7HN88P4,JSC BANK FOR INV &,42500.0,VND,5058523816.0,0.022864019,VN
2023-10-04,K6Z8XCUB1,BHP GROUP LTD,530.74,ZAR,5068739787.0,-0.00446451,ZA
2023-10-04,92FJ9Q2Y8,SOUTH32 LTD,40.54,ZAR,4535378773.0,-0.00928653,ZA
2023-10-04,3J9599DS3,PROSUS N.V.,551.94,ZAR,2659554005.0,0.006638518,ZA
2023-10-04,GHCHQCRK9,MC MINING LTD,2.05,ZAR,399665202.0,0.04060908,ZA
2023-10-04,V67UPRL19,GRINDROD SHIPPING,193.99,ZAR,19472008.0,-5.155e-08,ZA
2023-10-04,54961Y6U8,ELEVATE URANIUM LT,6.06,ZAR,277864139.0,-0.05164319,
